camera_timestamp,radar_timestamp,closest_radar_timestamp,tokens
1900-01-01 15:28:34.752390,1900-01-01 15:28:30.972429,15:28:34.763354,947266
1900-01-01 15:28:34.804117,1900-01-01 15:28:31.012528,15:28:34.804451,525451
1900-01-01 15:28:34.849502,1900-01-01 15:28:31.051873,15:28:34.832600,325057
1900-01-01 15:28:34.905608,1900-01-01 15:28:31.094261,15:28:34.913869,686604
1900-01-01 15:28:34.948652,1900-01-01 15:28:31.132026,15:28:34.953237,842057
1900-01-01 15:28:34.999123,1900-01-01 15:28:31.162534,15:28:34.994300,994266
1900-01-01 15:28:35.052961,1900-01-01 15:28:31.201944,15:28:35.063053,709937
1900-01-01 15:28:35.098858,1900-01-01 15:28:31.243625,15:28:35.103829,472146
1900-01-01 15:28:35.146538,1900-01-01 15:28:31.271973,15:28:35.143052,475784
1900-01-01 15:28:35.202673,1900-01-01 15:28:31.312356,15:28:35.212568,604020
1900-01-01 15:28:35.248244,1900-01-01 15:28:31.351743,15:28:35.263470,110156
1900-01-01 15:28:35.298200,1900-01-01 15:28:31.392602,15:28:35.293766,153317
1900-01-01 15:28:35.347820,1900-01-01 15:28:31.421509,15:28:35.333779,279581
1900-01-01 15:28:35.403754,1900-01-01 15:28:31.462336,15:28:35.414288,815783
1900-01-01 15:28:35.452426,1900-01-01 15:28:31.501537,15:28:35.443355,660640
1900-01-01 15:28:35.495585,1900-01-01 15:28:31.542420,15:28:35.483790,592562
1900-01-01 15:28:35.556073,1900-01-01 15:28:31.571514,15:28:35.564117,853840
1900-01-01 15:28:35.600349,1900-01-01 15:28:31.612254,15:28:35.592659,760561
1900-01-01 15:28:35.648112,1900-01-01 15:28:31.651333,15:28:35.643994,182128
1900-01-01 15:28:35.699792,1900-01-01 15:28:31.692522,15:28:35.713608,102878
1900-01-01 15:28:35.747674,1900-01-01 15:28:31.721647,15:28:35.752708,701717
1900-01-01 15:28:35.795458,1900-01-01 15:28:31.764821,15:28:35.793667,719637
1900-01-01 15:28:35.849960,1900-01-01 15:28:31.802656,15:28:35.863725,300036
1900-01-01 15:28:35.897098,1900-01-01 15:28:31.842503,15:28:35.903396,764021
1900-01-01 15:28:35.949524,1900-01-01 15:28:31.872708,15:28:35.946901,967303
1900-01-01 15:28:35.998345,1900-01-01 15:28:31.912558,15:28:36.023829,238076
1900-01-01 15:28:36.055082,1900-01-01 15:28:31.951990,15:28:36.066862,545339
1900-01-01 15:28:36.104539,1900-01-01 15:28:31.992631,15:28:36.093908,240454
1900-01-01 15:28:36.147789,1900-01-01 15:28:32.022921,15:28:36.133305,391000
1900-01-01 15:28:36.205392,1900-01-01 15:28:32.062800,15:28:36.204188,612747
1900-01-01 15:28:36.250857,1900-01-01 15:28:32.102159,15:28:36.244303,924390
1900-01-01 15:28:36.301131,1900-01-01 15:28:32.143850,15:28:36.283633,643849
1900-01-01 15:28:36.360250,1900-01-01 15:28:32.171432,15:28:36.352832,797426
1900-01-01 15:28:36.400688,1900-01-01 15:28:32.222624,15:28:36.404881,698896
1900-01-01 15:28:36.456836,1900-01-01 15:28:32.261794,15:28:36.474514,263786
1900-01-01 15:28:36.501844,1900-01-01 15:28:32.294528,15:28:36.513352,620335
1900-01-01 15:28:36.579470,1900-01-01 15:28:32.332542,15:28:36.584193,959877
1900-01-01 15:28:36.603275,1900-01-01 15:28:32.372381,15:28:36.584193,316119
1900-01-01 15:28:36.647147,1900-01-01 15:28:32.402300,15:28:36.666325,355936
1900-01-01 15:28:36.697742,1900-01-01 15:28:32.442856,15:28:36.704934,894927
1900-01-01 15:28:36.751088,1900-01-01 15:28:32.482294,15:28:36.733598,795771
1900-01-01 15:28:36.799787,1900-01-01 15:28:32.522942,15:28:36.784030,640433
1900-01-01 15:28:36.857491,1900-01-01 15:28:32.551751,15:28:36.854234,505848
1900-01-01 15:28:36.899892,1900-01-01 15:28:32.602722,15:28:36.894131,679458
1900-01-01 15:28:36.948178,1900-01-01 15:28:32.646070,15:28:36.933933,814407
1900-01-01 15:28:37.001673,1900-01-01 15:28:32.672766,15:28:37.004204,299491
1900-01-01 15:28:37.050467,1900-01-01 15:28:32.712261,15:28:37.043983,662436
1900-01-01 15:28:37.097449,1900-01-01 15:28:32.752568,15:28:37.084520,163308
1900-01-01 15:28:37.153543,1900-01-01 15:28:32.782224,15:28:37.164173,895260
1900-01-01 15:28:37.198286,1900-01-01 15:28:32.823550,15:28:37.194402,984614
1900-01-01 15:28:37.248065,1900-01-01 15:28:32.861917,15:28:37.234244,385482
1900-01-01 15:28:37.304634,1900-01-01 15:28:32.904374,15:28:37.314430,191237
1900-01-01 15:28:37.355253,1900-01-01 15:28:32.932276,15:28:37.344088,948175
1900-01-01 15:28:37.399002,1900-01-01 15:28:32.982987,15:28:37.384674,368661
1900-01-01 15:28:37.449646,1900-01-01 15:28:33.022349,15:28:37.464854,993739
1900-01-01 15:28:37.528654,1900-01-01 15:28:33.052932,15:28:37.544506,609372
1900-01-01 15:28:37.553251,1900-01-01 15:28:33.092666,15:28:37.544506,333106
1900-01-01 15:28:37.598781,1900-01-01 15:28:33.132589,15:28:37.615572,461764
1900-01-01 15:28:37.648078,1900-01-01 15:28:33.162700,15:28:37.653779,620713
1900-01-01 15:28:37.705419,1900-01-01 15:28:33.203487,15:28:37.696063,742218
1900-01-01 15:28:37.751266,1900-01-01 15:28:33.242836,15:28:37.764374,153249
1900-01-01 15:28:37.800425,1900-01-01 15:28:33.284408,15:28:37.804052,348397
1900-01-01 15:28:37.855592,1900-01-01 15:28:33.311833,15:28:37.846101,355075
1900-01-01 15:28:37.897289,1900-01-01 15:28:33.362895,15:28:37.873472,406056
1900-01-01 15:28:37.950474,1900-01-01 15:28:33.402958,15:28:37.954620,417929
1900-01-01 15:28:37.999417,1900-01-01 15:28:33.433468,15:28:37.994985,271889
1900-01-01 15:28:38.050281,1900-01-01 15:28:33.472538,15:28:38.034253,757572
1900-01-01 15:28:38.097968,1900-01-01 15:28:33.512886,15:28:38.103714,826965
1900-01-01 15:28:38.153292,1900-01-01 15:28:33.553577,15:28:38.147132,639965
1900-01-01 15:28:38.200084,1900-01-01 15:28:33.583071,15:28:38.184381,764866
1900-01-01 15:28:38.249765,1900-01-01 15:28:33.622707,15:28:38.253526,944366
1900-01-01 15:28:38.302585,1900-01-01 15:28:33.664204,15:28:38.304760,747799
1900-01-01 15:28:38.350934,1900-01-01 15:28:33.692185,15:28:38.334695,641280
1900-01-01 15:28:38.397764,1900-01-01 15:28:33.744865,15:28:38.413854,142052
1900-01-01 15:28:38.454833,1900-01-01 15:28:33.773602,15:28:38.455873,345731
1900-01-01 15:28:38.502460,1900-01-01 15:28:33.812899,15:28:38.484319,548757
1900-01-01 15:28:38.548963,1900-01-01 15:28:33.852912,15:28:38.564123,781680
1900-01-01 15:28:38.606243,1900-01-01 15:28:33.893407,15:28:38.606278,369559
1900-01-01 15:28:38.656294,1900-01-01 15:28:33.922777,15:28:38.635467,575958
1900-01-01 15:28:38.697803,1900-01-01 15:28:33.963050,15:28:38.684812,965442
1900-01-01 15:28:38.758008,1900-01-01 15:28:34.002812,15:28:38.754560,871040
1900-01-01 15:28:38.800962,1900-01-01 15:28:34.044507,15:28:38.795341,901628
1900-01-01 15:28:38.846317,1900-01-01 15:28:34.072227,15:28:38.834575,860867
1900-01-01 15:28:38.902214,1900-01-01 15:28:34.123225,15:28:38.904861,201848
1900-01-01 15:28:38.951015,1900-01-01 15:28:34.162404,15:28:38.945655,855949
1900-01-01 15:28:38.996840,1900-01-01 15:28:34.194352,15:28:38.985854,660038
1900-01-01 15:28:39.052179,1900-01-01 15:28:34.232710,15:28:39.064803,609546
1900-01-01 15:28:39.102995,1900-01-01 15:28:34.273364,15:28:39.094894,982513
1900-01-01 15:28:39.150234,1900-01-01 15:28:34.303632,15:28:39.134733,283781
1900-01-01 15:28:39.200997,1900-01-01 15:28:34.343477,15:28:39.214990,804846
1900-01-01 15:28:39.258918,1900-01-01 15:28:34.382932,15:28:39.245101,879521
1900-01-01 15:28:39.302209,1900-01-01 15:28:34.424001,15:28:39.285056,687430
1900-01-01 15:28:39.353656,1900-01-01 15:28:34.452208,15:28:39.365678,156915
1900-01-01 15:28:39.404256,1900-01-01 15:28:34.503358,15:28:39.396144,367196
1900-01-01 15:28:39.451876,1900-01-01 15:28:34.543575,15:28:39.444997,740234
1900-01-01 15:28:39.498324,1900-01-01 15:28:34.574150,15:28:39.484576,397987
1900-01-01 15:28:39.549314,1900-01-01 15:28:34.612891,15:28:39.554714,192390
1900-01-01 15:28:39.630761,1900-01-01 15:28:34.653610,15:28:39.624475,205646
1900-01-01 15:28:39.654754,1900-01-01 15:28:34.683260,15:28:39.664911,681099
1900-01-01 15:28:39.705045,1900-01-01 15:28:34.723662,15:28:39.704739,547519
1900-01-01 15:28:39.755669,1900-01-01 15:28:34.763354,15:28:39.747968,526454
1900-01-01 15:28:39.803661,1900-01-01 15:28:34.804451,15:28:39.815213,311661
1900-01-01 15:28:39.850417,1900-01-01 15:28:34.832600,15:28:39.854458,782398
1900-01-01 15:28:39.906067,1900-01-01 15:28:34.883988,15:28:39.895098,343659
1900-01-01 15:28:39.952644,1900-01-01 15:28:34.913869,15:28:39.965384,407012
1900-01-01 15:28:39.998605,1900-01-01 15:28:34.953237,15:28:40.004530,471206
1900-01-01 15:28:40.051353,1900-01-01 15:28:34.994300,15:28:40.045392,455782
1900-01-01 15:28:40.103810,1900-01-01 15:28:35.033412,15:28:40.115196,624021
1900-01-01 15:28:40.147830,1900-01-01 15:28:35.063053,15:28:40.154710,656543
1900-01-01 15:28:40.203580,1900-01-01 15:28:35.103829,15:28:40.195724,957721
1900-01-01 15:28:40.254219,1900-01-01 15:28:35.143052,15:28:40.265481,657240
1900-01-01 15:28:40.304700,1900-01-01 15:28:35.184121,15:28:40.304961,965831
1900-01-01 15:28:40.357621,1900-01-01 15:28:35.212568,15:28:40.345201,959258
1900-01-01 15:28:40.401511,1900-01-01 15:28:35.263470,15:28:40.415203,762551
1900-01-01 15:28:40.454968,1900-01-01 15:28:35.293766,15:28:40.455230,627506
1900-01-01 15:28:40.506701,1900-01-01 15:28:35.333779,15:28:40.497595,692082
1900-01-01 15:28:40.549906,1900-01-01 15:28:35.373106,15:28:40.565715,691310
1900-01-01 15:28:40.598139,1900-01-01 15:28:35.414288,15:28:40.604959,628492
1900-01-01 15:28:40.652602,1900-01-01 15:28:35.443355,15:28:40.645936,247622
1900-01-01 15:28:40.701172,1900-01-01 15:28:35.483790,15:28:40.715481,461574
1900-01-01 15:28:40.747749,1900-01-01 15:28:35.523380,15:28:40.754378,988476
1900-01-01 15:28:40.799105,1900-01-01 15:28:35.564117,15:28:40.795358,743927
1900-01-01 15:28:40.850296,1900-01-01 15:28:35.592659,15:28:40.867773,197277
1900-01-01 15:28:40.903622,1900-01-01 15:28:35.643994,15:28:40.905939,711161
1900-01-01 15:28:40.949128,1900-01-01 15:28:35.673310,15:28:40.945418,765531
1900-01-01 15:28:41.002630,1900-01-01 15:28:35.713608,15:28:41.015577,738457
1900-01-01 15:28:41.052367,1900-01-01 15:28:35.752708,15:28:41.055017,119885
1900-01-01 15:28:41.099270,1900-01-01 15:28:35.793667,15:28:41.095426,961651
1900-01-01 15:28:41.155712,1900-01-01 15:28:35.823379,15:28:41.166006,580279
1900-01-01 15:28:41.201623,1900-01-01 15:28:35.863725,15:28:41.205109,919592
1900-01-01 15:28:41.251510,1900-01-01 15:28:35.903396,15:28:41.248172,391195
1900-01-01 15:28:41.302315,1900-01-01 15:28:35.946901,15:28:41.284977,967459
1900-01-01 15:28:41.351253,1900-01-01 15:28:35.972811,15:28:41.355914,128041
1900-01-01 15:28:41.400472,1900-01-01 15:28:36.023829,15:28:41.396034,315945
1900-01-01 15:28:41.447582,1900-01-01 15:28:36.066862,15:28:41.434846,143706
1900-01-01 15:28:41.532731,1900-01-01 15:28:36.093908,15:28:41.545604,673665
1900-01-01 15:28:41.563393,1900-01-01 15:28:36.133305,15:28:41.545604,789106
1900-01-01 15:28:41.604953,1900-01-01 15:28:36.173888,15:28:41.615858,959811
1900-01-01 15:28:41.652225,1900-01-01 15:28:36.204188,15:28:41.655314,592722
1900-01-01 15:28:41.698694,1900-01-01 15:28:36.244303,15:28:41.695534,162904
1900-01-01 15:28:41.748631,1900-01-01 15:28:36.283633,15:28:41.735021,456023
1900-01-01 15:28:41.799524,1900-01-01 15:28:36.324684,15:28:41.805007,907020
1900-01-01 15:28:41.850181,1900-01-01 15:28:36.352832,15:28:41.845856,250371
1900-01-01 15:28:41.905273,1900-01-01 15:28:36.404881,15:28:41.915816,983512
1900-01-01 15:28:41.953229,1900-01-01 15:28:36.433154,15:28:41.955141,730051
1900-01-01 15:28:41.999486,1900-01-01 15:28:36.474514,15:28:41.998811,717910
1900-01-01 15:28:42.051493,1900-01-01 15:28:36.513352,15:28:42.035441,306027
1900-01-01 15:28:42.102968,1900-01-01 15:28:36.553845,15:28:42.107811,209446
1900-01-01 15:28:42.154758,1900-01-01 15:28:36.584193,15:28:42.148082,667934
1900-01-01 15:28:42.199189,1900-01-01 15:28:36.624304,15:28:42.185244,819275
1900-01-01 15:28:42.248464,1900-01-01 15:28:36.666325,15:28:42.255757,757223
1900-01-01 15:28:42.300586,1900-01-01 15:28:36.704934,15:28:42.296443,897520
1900-01-01 15:28:42.353691,1900-01-01 15:28:36.733598,15:28:42.336905,243778
1900-01-01 15:28:42.398931,1900-01-01 15:28:36.784030,15:28:42.406765,201315
1900-01-01 15:28:42.449429,1900-01-01 15:28:36.823460,15:28:42.446111,104981
1900-01-01 15:28:42.504441,1900-01-01 15:28:36.854234,15:28:42.486189,502292
1900-01-01 15:28:42.549006,1900-01-01 15:28:36.894131,15:28:42.555232,360748
1900-01-01 15:28:42.601752,1900-01-01 15:28:36.933933,15:28:42.596356,736622
1900-01-01 15:28:42.647948,1900-01-01 15:28:36.963700,15:28:42.635396,545367
1900-01-01 15:28:42.704015,1900-01-01 15:28:37.004204,15:28:42.708215,943732
1900-01-01 15:28:42.751582,1900-01-01 15:28:37.043983,15:28:42.749692,576236
1900-01-01 15:28:42.801557,1900-01-01 15:28:37.084520,15:28:42.785487,446943
1900-01-01 15:28:42.848821,1900-01-01 15:28:37.113137,15:28:42.865586,214065
1900-01-01 15:28:42.899328,1900-01-01 15:28:37.164173,15:28:42.896330,963806
1900-01-01 15:28:42.952315,1900-01-01 15:28:37.194402,15:28:42.935151,692649
1900-01-01 15:28:43.004494,1900-01-01 15:28:37.234244,15:28:43.006383,121239
1900-01-01 15:28:43.060272,1900-01-01 15:28:37.273637,15:28:43.046885,890395
1900-01-01 15:28:43.099575,1900-01-01 15:28:37.314430,15:28:43.085585,787849
1900-01-01 15:28:43.149752,1900-01-01 15:28:37.344088,15:28:43.155272,478836
1900-01-01 15:28:43.203433,1900-01-01 15:28:37.384674,15:28:43.206313,382561
1900-01-01 15:28:43.250343,1900-01-01 15:28:37.423878,15:28:43.236481,574934
1900-01-01 15:28:43.302854,1900-01-01 15:28:37.464854,15:28:43.315587,178307
1900-01-01 15:28:43.360569,1900-01-01 15:28:37.493144,15:28:43.356003,518175
1900-01-01 15:28:43.430429,1900-01-01 15:28:37.544506,15:28:43.426418,220750
1900-01-01 15:28:43.465261,1900-01-01 15:28:37.573404,15:28:43.465787,634465
1900-01-01 15:28:43.500651,1900-01-01 15:28:37.615572,15:28:43.506622,607524
1900-01-01 15:28:43.547264,1900-01-01 15:28:37.653779,15:28:43.535440,583557
1900-01-01 15:28:43.603409,1900-01-01 15:28:37.696063,15:28:43.615554,148361
1900-01-01 15:28:43.652961,1900-01-01 15:28:37.723901,15:28:43.656200,228089
1900-01-01 15:28:43.698197,1900-01-01 15:28:37.764374,15:28:43.695611,933869
1900-01-01 15:28:43.745358,1900-01-01 15:28:37.804052,15:28:43.726504,589384
1900-01-01 15:28:43.798424,1900-01-01 15:28:37.846101,15:28:43.806467,394387
1900-01-01 15:28:43.848762,1900-01-01 15:28:37.873472,15:28:43.845866,252806
1900-01-01 15:28:43.900090,1900-01-01 15:28:37.924493,15:28:43.888155,313813
1900-01-01 15:28:43.955209,1900-01-01 15:28:37.954620,15:28:43.966280,950371
1900-01-01 15:28:43.999800,1900-01-01 15:28:37.994985,15:28:44.006277,419421
1900-01-01 15:28:44.053820,1900-01-01 15:28:38.034253,15:28:44.037270,431866
1900-01-01 15:28:44.103065,1900-01-01 15:28:38.074419,15:28:44.116255,982044
1900-01-01 15:28:44.148921,1900-01-01 15:28:38.103714,15:28:44.145616,420096
1900-01-01 15:28:44.198277,1900-01-01 15:28:38.147132,15:28:44.186722,473599
1900-01-01 15:28:44.252914,1900-01-01 15:28:38.184381,15:28:44.267077,533714
1900-01-01 15:28:44.300565,1900-01-01 15:28:38.224924,15:28:44.296175,504485
1900-01-01 15:28:44.356946,1900-01-01 15:28:38.253526,15:28:44.346813,431253
1900-01-01 15:28:44.407494,1900-01-01 15:28:38.304760,15:28:44.416431,690563
1900-01-01 15:28:44.454868,1900-01-01 15:28:38.334695,15:28:44.459604,273218
1900-01-01 15:28:44.501479,1900-01-01 15:28:38.374620,15:28:44.496518,395823
1900-01-01 15:28:44.554813,1900-01-01 15:28:38.413854,15:28:44.566553,710768
1900-01-01 15:28:44.602323,1900-01-01 15:28:38.455873,15:28:44.606163,262899
1900-01-01 15:28:44.650497,1900-01-01 15:28:38.484319,15:28:44.647968,138182
1900-01-01 15:28:44.704339,1900-01-01 15:28:38.525001,15:28:44.728494,937746
1900-01-01 15:28:44.750889,1900-01-01 15:28:38.564123,15:28:44.765930,195299
1900-01-01 15:28:44.801672,1900-01-01 15:28:38.606278,15:28:44.796912,855857
1900-01-01 15:28:44.851364,1900-01-01 15:28:38.635467,15:28:44.836831,159712
1900-01-01 15:28:44.903179,1900-01-01 15:28:38.684812,15:28:44.906510,298499
1900-01-01 15:28:44.949387,1900-01-01 15:28:38.714066,15:28:44.946880,227406
1900-01-01 15:28:45.003611,1900-01-01 15:28:38.754560,15:28:44.986417,302060
1900-01-01 15:28:45.052406,1900-01-01 15:28:38.795341,15:28:45.055847,194271
1900-01-01 15:28:45.102615,1900-01-01 15:28:38.834575,15:28:45.106841,923711
1900-01-01 15:28:45.149647,1900-01-01 15:28:38.864439,15:28:45.137095,843578
1900-01-01 15:28:45.200061,1900-01-01 15:28:38.904861,15:28:45.217395,652333
1900-01-01 15:28:45.253481,1900-01-01 15:28:38.945655,15:28:45.256695,295617
1900-01-01 15:28:45.301410,1900-01-01 15:28:38.985854,15:28:45.286488,536139
1900-01-01 15:28:45.350112,1900-01-01 15:28:39.013688,15:28:45.367382,280600
1900-01-01 15:28:45.404576,1900-01-01 15:28:39.064803,15:28:45.408144,654683
1900-01-01 15:28:45.450051,1900-01-01 15:28:39.094894,15:28:45.436246,479783
1900-01-01 15:28:45.496322,1900-01-01 15:28:39.134733,15:28:45.487380,253634
1900-01-01 15:28:45.548483,1900-01-01 15:28:39.174014,15:28:45.557257,795979
1900-01-01 15:28:45.603156,1900-01-01 15:28:39.214990,15:28:45.596430,130453
1900-01-01 15:28:45.653838,1900-01-01 15:28:39.245101,15:28:45.667145,256846
1900-01-01 15:28:45.698693,1900-01-01 15:28:39.285056,15:28:45.707403,744254
1900-01-01 15:28:45.755461,1900-01-01 15:28:39.324567,15:28:45.746606,916637
1900-01-01 15:28:45.801649,1900-01-01 15:28:39.365678,15:28:45.788601,710229
1900-01-01 15:28:45.850615,1900-01-01 15:28:39.396144,15:28:45.867176,994656
1900-01-01 15:28:45.897673,1900-01-01 15:28:39.444997,15:28:45.906649,678722
1900-01-01 15:28:45.952606,1900-01-01 15:28:39.484576,15:28:45.937754,851930
1900-01-01 15:28:46.007886,1900-01-01 15:28:39.515255,15:28:46.017056,560484
1900-01-01 15:28:46.052137,1900-01-01 15:28:39.554714,15:28:46.047621,552655
1900-01-01 15:28:46.127669,1900-01-01 15:28:39.594862,15:28:46.127185,670142
1900-01-01 15:28:46.150192,1900-01-01 15:28:39.624475,15:28:46.168807,275928
1900-01-01 15:28:46.205759,1900-01-01 15:28:39.664911,15:28:46.196681,703742
1900-01-01 15:28:46.254550,1900-01-01 15:28:39.704739,15:28:46.247285,729562
1900-01-01 15:28:46.302112,1900-01-01 15:28:39.747968,15:28:46.286988,707029
1900-01-01 15:28:46.351290,1900-01-01 15:28:39.774343,15:28:46.357090,879545
1900-01-01 15:28:46.404531,1900-01-01 15:28:39.815213,15:28:46.397196,616881
1900-01-01 15:28:46.453006,1900-01-01 15:28:39.854458,15:28:46.467397,612634
1900-01-01 15:28:46.505817,1900-01-01 15:28:39.895098,15:28:46.506945,422496
1900-01-01 15:28:46.553851,1900-01-01 15:28:39.936786,15:28:46.547984,394113
1900-01-01 15:28:46.601217,1900-01-01 15:28:39.965384,15:28:46.576335,151917
1900-01-01 15:28:46.652678,1900-01-01 15:28:40.004530,15:28:46.657681,607428
1900-01-01 15:28:46.708969,1900-01-01 15:28:40.045392,15:28:46.697447,178997
1900-01-01 15:28:46.753099,1900-01-01 15:28:40.075641,15:28:46.736928,695165
1900-01-01 15:28:46.803274,1900-01-01 15:28:40.115196,15:28:46.806442,915530
1900-01-01 15:28:46.851046,1900-01-01 15:28:40.154710,15:28:46.847630,135469
1900-01-01 15:28:46.900574,1900-01-01 15:28:40.195724,15:28:46.888410,426964
1900-01-01 15:28:46.952288,1900-01-01 15:28:40.235090,15:28:46.956278,637619
1900-01-01 15:28:47.004900,1900-01-01 15:28:40.265481,15:28:47.007595,503109
1900-01-01 15:28:47.050504,1900-01-01 15:28:40.304961,15:28:47.037127,555359
1900-01-01 15:28:47.101154,1900-01-01 15:28:40.345201,15:28:47.116637,859607
1900-01-01 15:28:47.156445,1900-01-01 15:28:40.375610,15:28:47.157454,774997
1900-01-01 15:28:47.203580,1900-01-01 15:28:40.415203,15:28:47.186616,985438
1900-01-01 15:28:47.252240,1900-01-01 15:28:40.455230,15:28:47.267020,265738
1900-01-01 15:28:47.302242,1900-01-01 15:28:40.497595,15:28:47.308983,893305
1900-01-01 15:28:47.350615,1900-01-01 15:28:40.524455,15:28:47.336628,811402
1900-01-01 15:28:47.403960,1900-01-01 15:28:40.565715,15:28:47.388256,221759
1900-01-01 15:28:47.453580,1900-01-01 15:28:40.604959,15:28:47.458253,876089
1900-01-01 15:28:47.508401,1900-01-01 15:28:40.645936,15:28:47.497518,358319
1900-01-01 15:28:47.555331,1900-01-01 15:28:40.675066,15:28:47.567897,364974
1900-01-01 15:28:47.600674,1900-01-01 15:28:40.715481,15:28:47.608436,437759
1900-01-01 15:28:47.654726,1900-01-01 15:28:40.754378,15:28:47.647551,108857
1900-01-01 15:28:47.704149,1900-01-01 15:28:40.795358,15:28:47.689989,320420
1900-01-01 15:28:47.753788,1900-01-01 15:28:40.826200,15:28:47.767939,983550
1900-01-01 15:28:47.808439,1900-01-01 15:28:40.867773,15:28:47.806761,885929
1900-01-01 15:28:47.848858,1900-01-01 15:28:40.905939,15:28:47.838231,152588
1900-01-01 15:28:47.900102,1900-01-01 15:28:40.945418,15:28:47.883217,320332
1900-01-01 15:28:47.951038,1900-01-01 15:28:40.984919,15:28:47.948142,458190
1900-01-01 15:28:48.028136,1900-01-01 15:28:41.015577,15:28:48.027986,825912
1900-01-01 15:28:48.049285,1900-01-01 15:28:41.055017,15:28:48.069506,661860
1900-01-01 15:28:48.101947,1900-01-01 15:28:41.095426,15:28:48.107262,744404
1900-01-01 15:28:48.148894,1900-01-01 15:28:41.135213,15:28:48.148938,425581
1900-01-01 15:28:48.198341,1900-01-01 15:28:41.166006,15:28:48.191343,434505
1900-01-01 15:28:48.278131,1900-01-01 15:28:41.205109,15:28:48.297871,560289
1900-01-01 15:28:48.301090,1900-01-01 15:28:41.248172,15:28:48.297871,751676
1900-01-01 15:28:48.351436,1900-01-01 15:28:41.284977,15:28:48.367997,946932
1900-01-01 15:28:48.403592,1900-01-01 15:28:41.326869,15:28:48.407398,311334
1900-01-01 15:28:48.454695,1900-01-01 15:28:41.355914,15:28:48.448624,978649
1900-01-01 15:28:48.500825,1900-01-01 15:28:41.396034,15:28:48.518243,407983
1900-01-01 15:28:48.549499,1900-01-01 15:28:41.434846,15:28:48.557688,357010
1900-01-01 15:28:48.600057,1900-01-01 15:28:41.466304,15:28:48.597801,819076
1900-01-01 15:28:48.648633,1900-01-01 15:28:41.505267,15:28:48.667990,596106
1900-01-01 15:28:48.702123,1900-01-01 15:28:41.545604,15:28:48.707453,348970
1900-01-01 15:28:48.753371,1900-01-01 15:28:41.585418,15:28:48.748068,525977
1900-01-01 15:28:48.803763,1900-01-01 15:28:41.615858,15:28:48.819888,216672
1900-01-01 15:28:48.856243,1900-01-01 15:28:41.655314,15:28:48.857646,430631
1900-01-01 15:28:48.900220,1900-01-01 15:28:41.695534,15:28:48.898991,957605
1900-01-01 15:28:48.951207,1900-01-01 15:28:41.735021,15:28:48.937963,994492
1900-01-01 15:28:49.004119,1900-01-01 15:28:41.775601,15:28:49.007681,511867
1900-01-01 15:28:49.053109,1900-01-01 15:28:41.805007,15:28:49.048120,464407
1900-01-01 15:28:49.100226,1900-01-01 15:28:41.845856,15:28:49.087507,403218
1900-01-01 15:28:49.156180,1900-01-01 15:28:41.885170,15:28:49.157911,915090
1900-01-01 15:28:49.202563,1900-01-01 15:28:41.915816,15:28:49.200356,952907
1900-01-01 15:28:49.248592,1900-01-01 15:28:41.955141,15:28:49.237122,961466
1900-01-01 15:28:49.295458,1900-01-01 15:28:41.998811,15:28:49.278174,865206
1900-01-01 15:28:49.381856,1900-01-01 15:28:42.035441,15:28:49.387789,472391
1900-01-01 15:28:49.405460,1900-01-01 15:28:42.075573,15:28:49.387789,103506
1900-01-01 15:28:49.454769,1900-01-01 15:28:42.107811,15:28:49.458757,225651
1900-01-01 15:28:49.499453,1900-01-01 15:28:42.148082,15:28:49.498168,636782
1900-01-01 15:28:49.548316,1900-01-01 15:28:42.185244,15:28:49.540124,264427
1900-01-01 15:28:49.599507,1900-01-01 15:28:42.225797,15:28:49.608591,411200
1900-01-01 15:28:49.649938,1900-01-01 15:28:42.255757,15:28:49.648641,505974
1900-01-01 15:28:49.707223,1900-01-01 15:28:42.296443,15:28:49.688486,437011
1900-01-01 15:28:49.752895,1900-01-01 15:28:42.336905,15:28:49.767833,483801
1900-01-01 15:28:49.801796,1900-01-01 15:28:42.379694,15:28:49.798540,343371
1900-01-01 15:28:49.848049,1900-01-01 15:28:42.406765,15:28:49.839567,913224
1900-01-01 15:28:49.901239,1900-01-01 15:28:42.446111,15:28:49.909067,176438
1900-01-01 15:28:49.954839,1900-01-01 15:28:42.486189,15:28:49.948471,779677
1900-01-01 15:28:50.002924,1900-01-01 15:28:42.526042,15:28:49.988128,559073
1900-01-01 15:28:50.051213,1900-01-01 15:28:42.555232,15:28:50.067662,694506
1900-01-01 15:28:50.101701,1900-01-01 15:28:42.596356,15:28:50.098631,420221
1900-01-01 15:28:50.146659,1900-01-01 15:28:42.635396,15:28:50.138325,466811
1900-01-01 15:28:50.203256,1900-01-01 15:28:42.675946,15:28:50.208299,693335
1900-01-01 15:28:50.250860,1900-01-01 15:28:42.708215,15:28:50.248515,729084
1900-01-01 15:28:50.299342,1900-01-01 15:28:42.749692,15:28:50.288562,309119
1900-01-01 15:28:50.351475,1900-01-01 15:28:42.785487,15:28:50.357400,419149
1900-01-01 15:28:50.402936,1900-01-01 15:28:42.826760,15:28:50.408644,592650
1900-01-01 15:28:50.454210,1900-01-01 15:28:42.865586,15:28:50.438311,116039
1900-01-01 15:28:50.496668,1900-01-01 15:28:42.896330,15:28:50.478399,436886
1900-01-01 15:28:50.551951,1900-01-01 15:28:42.935151,15:28:50.549073,671898
